sample_id,dataset,gold_answer,single_agent_baseline_answer,majority_voting_baseline_answer,round5_majority_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round5_majority_correct,scrd_correct,outcome_vs_round1,outcome_vs_vanilla5,effective_rounds_used,actual_rounds_executed,stop_reason,single_agent_total_tokens,majority_vote_total_tokens,round5_cumulative_total_tokens,scrd_total_tokens
singleeq_0027,singleeq,11.0,11,11,11,11,True,True,True,True,both_correct,both_correct,2,2,early_stop,376,1080,6914.0,5050
singleeq_0028,singleeq,21.0,21,21,21,21,True,True,True,True,both_correct,both_correct,2,2,early_stop,376,1112,7073.0,4969
singleeq_0029,singleeq,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,2,2,early_stop,385,1118,7021.0,5100
singleeq_0030,singleeq,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,2,2,early_stop,368,1089,6960.0,4883
singleeq_0031,singleeq,19.0,19,20,19,20,True,False,True,False,both_wrong,correct_to_wrong,2,2,early_stop,377,1116,7132.0,5152
singleeq_0032,singleeq,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,3,3,early_stop,375,1110,7092.0,8298
singleeq_0033,singleeq,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,2,2,early_stop,372,1100,6996.0,4917
singleeq_0034,singleeq,12.0,12,13,12,12,True,False,True,True,wrong_to_correct,both_correct,3,3,early_stop,387,1139,7167.0,10810
singleeq_0035,singleeq,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,2,2,early_stop,365,1081,6903.0,4854
singleeq_0036,singleeq,65.0,65,65,65,65,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1090,6957.0,4876
singleeq_0037,singleeq,56.0,56,56,56,56,True,True,True,True,both_correct,both_correct,5,5,early_stop,367,1086,6942.0,14632
singleeq_0038,singleeq,41.0,41,41,41,41,True,True,True,True,both_correct,both_correct,2,2,early_stop,357,1058,6871.0,4805
singleeq_0039,singleeq,74.0,74,74,74,74,True,True,True,True,both_correct,both_correct,2,2,early_stop,383,1091,6884.0,5047
singleeq_0040,singleeq,77.0,77,77,77,77,True,True,True,True,both_correct,both_correct,2,2,early_stop,382,1127,7034.0,5011
singleeq_0041,singleeq,70.0,70,70,70,70,True,True,True,True,both_correct,both_correct,2,2,early_stop,388,1105,6890.0,5069
singleeq_0042,singleeq,71.0,71,71,71,71,True,True,True,True,both_correct,both_correct,2,2,early_stop,365,1076,6907.0,4944
singleeq_0043,singleeq,48.0,48,48,48,48,True,True,True,True,both_correct,both_correct,3,3,early_stop,373,1081,7036.0,8256
singleeq_0044,singleeq,81.0,81,81,81,81,True,True,True,True,both_correct,both_correct,2,2,early_stop,362,1070,6943.0,4867
singleeq_0045,singleeq,82.0,82,82,82,82,True,True,True,True,both_correct,both_correct,5,5,early_stop,365,1076,6886.0,14328
singleeq_0046,singleeq,43.0,43,43,43,43,True,True,True,True,both_correct,both_correct,2,2,early_stop,370,1095,7050.0,4927
singleeq_0047,singleeq,59.0,59,59,59,59,True,True,True,True,both_correct,both_correct,2,2,early_stop,368,1082,6913.0,4845
singleeq_0048,singleeq,100.0,100,100,100,100,True,True,True,True,both_correct,both_correct,2,2,early_stop,388,1156,7330.0,5241
singleeq_0049,singleeq,67.0,67,67,67,67,True,True,True,True,both_correct,both_correct,2,2,early_stop,366,1085,7038.0,4873
singleeq_0050,singleeq,105.0,105,105,105,105,True,True,True,True,both_correct,both_correct,2,2,early_stop,380,1117,7172.0,5097
singleeq_0051,singleeq,65.0,65,65,65,65,True,True,True,True,both_correct,both_correct,2,2,early_stop,378,1119,7163.0,4987
singleeq_0052,singleeq,83.0,83,83,83,83,True,True,True,True,both_correct,both_correct,5,5,early_stop,380,1138,7193.0,14895
singleeq_0053,singleeq,104.0,104,104,104,104,True,True,True,True,both_correct,both_correct,5,5,early_stop,374,1107,7170.0,14758
singleeq_0054,singleeq,88.0,88,88,88,88,True,True,True,True,both_correct,both_correct,4,4,early_stop,366,1083,7061.0,11556
singleeq_0055,singleeq,44.0,44,44,44,44,True,True,True,True,both_correct,both_correct,2,2,early_stop,387,1130,7285.0,5171
singleeq_0056,singleeq,78.0,78,78,68,78,True,True,False,True,both_correct,wrong_to_correct,4,5,rollback,375,1141,7176.0,16465
singleeq_0057,singleeq,21.0,21,21,21,21,True,True,True,True,both_correct,both_correct,2,2,early_stop,380,1128,7295.0,5016
singleeq_0058,singleeq,3.0,3,3,3,3,True,True,True,True,both_correct,both_correct,3,3,early_stop,374,1106,6943.0,8136
singleeq_0059,singleeq,11.0,11,11,11,11,True,True,True,True,both_correct,both_correct,2,2,early_stop,384,1137,7356.0,5015
singleeq_0060,singleeq,34.0,34,34,34,34,True,True,True,True,both_correct,both_correct,2,2,early_stop,388,1131,7089.0,5054
singleeq_0061,singleeq,42.0,42,42,42,42,True,True,True,True,both_correct,both_correct,2,2,early_stop,386,1143,7340.0,5053
singleeq_0062,singleeq,34.0,34,34,34,34,True,True,True,True,both_correct,both_correct,2,2,early_stop,382,1132,7319.0,4997
singleeq_0063,singleeq,11.0,11,11,11,11,True,True,True,True,both_correct,both_correct,2,2,early_stop,376,1107,7203.0,4960
singleeq_0064,singleeq,12.0,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,371,1099,7038.0,5105
singleeq_0065,singleeq,23.0,23,23,23,23,True,True,True,True,both_correct,both_correct,2,2,early_stop,384,1133,7316.0,5031
singleeq_0066,singleeq,13.0,13,13,13,13,True,True,True,True,both_correct,both_correct,5,5,early_stop,358,1060,6777.0,14163
singleeq_0067,singleeq,12.0,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,383,1103,6884.0,5080
singleeq_0068,singleeq,9.0,9,9,9,9,True,True,True,True,both_correct,both_correct,2,2,early_stop,372,1097,6888.0,4867
singleeq_0069,singleeq,3.0,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,364,1077,6882.0,4863
singleeq_0070,singleeq,3.0,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,367,1086,6837.0,4892
singleeq_0071,singleeq,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,5,5,early_stop,378,1093,6939.0,14785
singleeq_0072,singleeq,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,5,5,early_stop,358,1059,6789.0,14507
singleeq_0073,singleeq,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,2,2,early_stop,363,1056,6912.0,4825
singleeq_0074,singleeq,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,381,1128,7078.0,4990
singleeq_0075,singleeq,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,2,2,early_stop,357,1067,6794.0,4962
singleeq_0076,singleeq,83.0,83,83,83,83,True,True,True,True,both_correct,both_correct,3,3,early_stop,382,1133,7080.0,8327
singleeq_0077,singleeq,72.0,72,72,72,72,True,True,True,True,both_correct,both_correct,3,3,early_stop,367,1086,6909.0,8100
singleeq_0078,singleeq,25.0,25,25,25,25,True,True,True,True,both_correct,both_correct,2,2,early_stop,364,1077,6888.0,4877
singleeq_0079,singleeq,17.0,17,17,17,17,True,True,True,True,both_correct,both_correct,2,2,early_stop,385,1112,6951.0,5052
singleeq_0080,singleeq,42.0,42,42,42,42,True,True,True,True,both_correct,both_correct,2,2,early_stop,359,1060,6884.0,4783
svamp_0001,svamp,145,145,145,10,145,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,381,1125,7298.0,5066
svamp_0002,svamp,19,19,19,19,19,True,True,True,True,both_correct,both_correct,2,2,early_stop,371,1098,7122.0,5042
svamp_0003,svamp,3,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,381,1129,7064.0,5171
svamp_0004,svamp,198,198,198,198,198,True,True,True,True,both_correct,both_correct,2,2,early_stop,387,1160,7537.0,5178
svamp_0005,svamp,63,63,63,63,63,True,True,True,True,both_correct,both_correct,2,2,early_stop,358,1067,7029.0,4845
svamp_0006,svamp,322,322,322,322,322,True,True,True,True,both_correct,both_correct,2,2,early_stop,396,1166,7407.0,5159
svamp_0007,svamp,30,30,30,30,30,True,True,True,True,both_correct,both_correct,2,2,early_stop,381,1128,7315.0,5047
svamp_0008,svamp,192,192,192,192,192,True,True,True,True,both_correct,both_correct,2,2,early_stop,390,1115,7002.0,5006
svamp_0009,svamp,26,26,26,26,26,True,True,True,True,both_correct,both_correct,5,5,early_stop,393,1157,7270.0,14951
svamp_0010,svamp,17,17,17,17,17,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1097,7116.0,4977
svamp_0011,svamp,1,1,26,27,26,True,False,False,False,both_wrong,both_wrong,5,6,rollback,429,1178,7503.0,23372
svamp_0012,svamp,20,22,22,26,22,False,False,False,False,both_wrong,both_wrong,2,3,rollback,388,1161,7497.0,10146
svamp_0013,svamp,4,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,361,1064,6780.0,4808
svamp_0014,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,403,1203,7453.0,5473
svamp_0015,svamp,7,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,362,1071,6925.0,4865
svamp_0016,svamp,70,70,70,70,70,True,True,True,True,both_correct,both_correct,2,2,early_stop,386,1162,7362.0,5328
svamp_0017,svamp,345,315,315,330,345,False,False,False,True,wrong_to_correct,wrong_to_correct,2,2,early_stop,384,1137,7627.0,5696
svamp_0018,svamp,266,56,47,27,47,False,False,False,False,both_wrong,both_wrong,2,3,rollback,603,1397,8220.0,9959
svamp_0019,svamp,54,54,54,54,54,True,True,True,True,both_correct,both_correct,2,2,early_stop,370,1108,7132.0,5111
svamp_0020,svamp,807,807,797,807,807,True,False,True,True,wrong_to_correct,both_correct,3,3,early_stop,368,1079,6995.0,9557
svamp_0021,svamp,3,3,3,3,3,True,True,True,True,both_correct,both_correct,3,3,early_stop,377,1120,7157.0,8280
svamp_0022,svamp,12,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,398,1170,7577.0,5192
svamp_0023,svamp,23,10,10,13,10,False,False,False,False,both_wrong,both_wrong,3,4,rollback,381,1132,7203.0,15884
svamp_0024,svamp,31,31,31,31,31,True,True,True,True,both_correct,both_correct,2,2,early_stop,388,1130,7109.0,5160
svamp_0025,svamp,1201565,1201587,1201587,1211565,1201587,False,False,False,False,both_wrong,both_wrong,3,4,rollback,434,1242,7851.0,13595
svamp_0026,svamp,89,89,89,89,89,True,True,True,True,both_correct,both_correct,2,2,early_stop,366,1083,7091.0,4906
svamp_0027,svamp,574,17,17,540,17,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,390,1140,7276.0,5233
svamp_0028,svamp,8,8,8,8,8,True,True,True,True,both_correct,both_correct,2,2,early_stop,416,1212,7355.0,7011
svamp_0029,svamp,146,146,146,102,146,True,True,False,True,both_correct,wrong_to_correct,4,4,early_stop,400,1164,7480.0,12772
svamp_0030,svamp,1,1,1,6,1,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,444,1272,7686.0,5960
svamp_0031,svamp,14,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,387,1140,7074.0,5217
svamp_0032,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,380,1125,7159.0,4992
svamp_0033,svamp,7,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,395,1165,7277.0,5146
svamp_0034,svamp,12,35,35,12,35,False,False,True,False,both_wrong,correct_to_wrong,3,4,rollback,419,1240,7783.0,17667
svamp_0035,svamp,21,21,21,21,21,True,True,True,True,both_correct,both_correct,4,4,early_stop,381,1124,7184.0,11531
svamp_0036,svamp,14,14,14,24,14,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,388,1147,7227.0,5400
svamp_0037,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,381,1124,7133.0,4991
svamp_0038,svamp,51,51,51,51,51,True,True,True,True,both_correct,both_correct,2,2,early_stop,358,1064,6994.0,4937
svamp_0039,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,365,1079,7046.0,4849
svamp_0040,svamp,15,10,10,15,10,False,False,True,False,both_wrong,correct_to_wrong,2,3,rollback,399,1132,7395.0,9773
svamp_0041,svamp,20,20,20,20,20,True,True,True,True,both_correct,both_correct,2,2,early_stop,367,1086,7029.0,4912
svamp_0042,svamp,3,3,3,3,3,True,True,True,True,both_correct,both_correct,3,3,early_stop,375,1123,7171.0,8284
svamp_0043,svamp,7,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,393,1148,7154.0,5125
svamp_0044,svamp,42,42,42,42,42,True,True,True,True,both_correct,both_correct,2,2,early_stop,363,1068,6813.0,4886
svamp_0045,svamp,756,756,756,756,756,True,True,True,True,both_correct,both_correct,2,2,early_stop,384,1122,7268.0,5047
svamp_0046,svamp,11,11,11,11,11,True,True,True,True,both_correct,both_correct,2,2,early_stop,396,1173,7392.0,5118
svamp_0047,svamp,5,-2,-2,6,2,False,False,False,False,both_wrong,both_wrong,2,3,rollback,457,1265,7577.0,11698
svamp_0048,svamp,12,12,12,28,12,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,431,1214,7568.0,5705
svamp_0049,svamp,65,65,65,65,65,True,True,True,True,both_correct,both_correct,2,2,early_stop,375,1135,7382.0,5480
svamp_0050,svamp,1,1,1,1,1,True,True,True,True,both_correct,both_correct,2,2,early_stop,379,1112,7022.0,4937
svamp_0051,svamp,111,111,111,111,111,True,True,True,True,both_correct,both_correct,2,2,early_stop,376,1113,7329.0,5083
svamp_0052,svamp,1,1,1,1,1,True,True,True,True,both_correct,both_correct,2,2,early_stop,386,1101,7038.0,5029
svamp_0053,svamp,27,27,27,27,27,True,True,True,True,both_correct,both_correct,2,2,early_stop,402,1229,7446.0,5428
svamp_0054,svamp,4,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,371,1090,6963.0,4957
svamp_0055,svamp,17,17,17,17,17,True,True,True,True,both_correct,both_correct,2,2,early_stop,394,1167,7451.0,5193
svamp_0056,svamp,13,13,13,13,13,True,True,True,True,both_correct,both_correct,3,3,early_stop,376,1106,7030.0,8226
svamp_0057,svamp,10,10,10,10,10,True,True,True,True,both_correct,both_correct,2,2,early_stop,392,1157,7107.0,5203
svamp_0058,svamp,77,77,77,77,77,True,True,True,True,both_correct,both_correct,2,2,early_stop,393,1163,7482.0,5378
svamp_0059,svamp,1092,54,54,14,5400,False,False,False,False,both_wrong,both_wrong,5,6,rollback,415,1229,8187.0,20325
svamp_0060,svamp,5,5,7,5,7,True,False,True,False,both_wrong,correct_to_wrong,2,2,early_stop,409,1231,7603.0,5629
svamp_0061,svamp,7,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,380,1125,7179.0,5007
svamp_0062,svamp,45,45,45,45,45,True,True,True,True,both_correct,both_correct,2,2,early_stop,446,1274,7625.0,5577
svamp_0063,svamp,10,8,8,10,8,False,False,True,False,both_wrong,correct_to_wrong,2,3,rollback,382,1120,7132.0,9640
svamp_0064,svamp,52,52,52,88,52,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,400,1205,7649.0,5368
svamp_0065,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,3,4,rollback,394,1179,7523.0,12559
svamp_0066,svamp,6,6,16,16,16,True,False,False,False,both_wrong,both_wrong,2,2,early_stop,401,1156,7157.0,5682
svamp_0067,svamp,16,16,16,16,16,True,True,True,True,both_correct,both_correct,2,2,early_stop,394,1140,7097.0,5186
svamp_0068,svamp,469,469,469,469,469,True,True,True,True,both_correct,both_correct,2,2,early_stop,417,1192,7290.0,5503
svamp_0069,svamp,12518,12518,12518,12518,12518,True,True,True,True,both_correct,both_correct,4,4,early_stop,379,1125,7315.0,11704
svamp_0070,svamp,1,1,1,1,1,True,True,True,True,both_correct,both_correct,3,3,early_stop,365,1084,6951.0,8074
svamp_0071,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,382,1131,7161.0,4958
svamp_0072,svamp,131,131,131,131,131,True,True,True,True,both_correct,both_correct,3,3,early_stop,409,1210,7768.0,8842
svamp_0073,svamp,92,92,92,91,92,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,379,1122,7429.0,5010
svamp_0074,svamp,640,640,640,640,640,True,True,True,True,both_correct,both_correct,2,2,early_stop,388,1167,7410.0,5128
svamp_0075,svamp,42,42,42,42,42,True,True,True,True,both_correct,both_correct,2,2,early_stop,379,1122,7395.0,4982
svamp_0076,svamp,7,280,280,252,280,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,368,1114,7187.0,5382
svamp_0077,svamp,25,25,25,25,25,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1096,6969.0,4911
svamp_0078,svamp,1,1,1,1,1,True,True,True,True,both_correct,both_correct,2,2,early_stop,373,1095,6989.0,4932
svamp_0079,svamp,2,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,372,1093,6984.0,5023
svamp_0080,svamp,11,11,1,11,11,True,False,True,True,wrong_to_correct,both_correct,3,3,early_stop,381,1118,7253.0,9194
