sample_id,question,gold_answer,round_1_answers,single_agent_baseline_answer,majority_voting_baseline_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,scrd_correct,effective_rounds_used,actual_rounds_executed,stop_reason,single_agent_total_tokens,majority_vote_total_tokens,scrd_total_tokens,scrd_prompt_tokens,scrd_completion_tokens,agent_total_tokens,recorder_total_tokens,evaluator_total_tokens,repair_brief_total_tokens,repair_evaluator_total_tokens,repair_agent_total_tokens,dataset_name,trace_found,trace_path,usage_records_count,final_trace_rounds,execution_events_count,rollback_events,repair_round_events,stable_consensus_events,round_usage_summary_json,component_token_from_trace_json,change_vs_majority,change_vs_single_agent
gsm8k_0036,Mr. Sanchez found out that 40% of his Grade 5  students got a final grade below B. How many of his students got a final grade of B and above if he has 60 students in Grade 5?,36,"['36 students got a final grade of B and above.', '36 students got a final grade of B and above.', '36 students got a final grade of B and above.']",36 students got a final grade of B and above.,36 students got a final grade of B and above.,36 students got a final grade of B and above.,True,True,True,5,5,early_stop,268,812,17311,14876,2435,9401,5423,2487,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0036_trace.json,24,5,5,0,0,0,"{""1"": 1516, ""2"": 3189, ""3"": 4202, ""4"": 4346, ""5"": 4058}","{""agent_round_1"": 812, ""recorder"": 5423, ""agent_normal"": 8589, ""evaluator"": 2487}",both_correct,same_outcome
gsm8k_0037,"Lisa, Jack, and Tommy earned $60 from washing cars all week. However, half of the $60 was earned by Lisa. Tommy earned half of what Lisa earned. How much more money did Lisa earn than Tommy?",15,"['30', '20', '20']",30,20,15,False,False,True,4,4,early_stop,241,723,11576,10278,1298,6621,3410,1545,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0037_trace.json,19,4,4,0,0,0,"{""1"": 1330, ""2"": 3046, ""3"": 3495, ""4"": 3705}","{""agent_round_1"": 723, ""recorder"": 3410, ""agent_normal"": 5898, ""evaluator"": 1545}",improved_over_majority,improved_over_single
gsm8k_0038,Five friends eat at a fast-food chain and order the following: 5 pieces of hamburger that cost $3 each; 4 sets of French fries that cost $1.20; 5 cups of soda that cost $0.5 each; and 1 platter of spaghetti that cost $2.7. How much will each of them pay if they will split the bill equally?,5,"['Each friend will pay $3.2.', 'Each friend will pay $3.2.', 'Each friend will pay $3.2.']",Each friend will pay $3.2.,Each friend will pay $3.2.,Each friend will pay $3.2.,False,False,False,2,2,early_stop,281,846,4554,4132,422,2526,1471,557,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0038_trace.json,9,2,2,0,0,0,"{""1"": 1491, ""2"": 3063}","{""agent_round_1"": 846, ""recorder"": 1471, ""agent_normal"": 1680, ""evaluator"": 557}",both_wrong,same_outcome
gsm8k_0039,Artemis is making tea for a party. She knows her mom drinks an 8-ounce cup of tea and uses one ounce of tea. She will use this same ratio for the party. The party has 12 people there and each of them wants a 6-ounce cup of tea. How many ounces of tea does she need?,9,"['72 ounces', '72 ounces', '72 ounces']",72 ounces,72 ounces,9 ounces,False,False,True,2,2,early_stop,266,800,4692,4093,599,2538,1564,590,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0039_trace.json,9,2,2,0,0,0,"{""1"": 1402, ""2"": 3290}","{""agent_round_1"": 800, ""recorder"": 1564, ""agent_normal"": 1738, ""evaluator"": 590}",improved_over_majority,improved_over_single
gsm8k_0040,"Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house. Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house. If the first subdivision has 60 houses and the second subdivision has 75 houses, how many more pieces of candy does Anna get?",15,"['135', '130', '130']",135,130,Anna gets 15 more pieces of candy than Billy.,False,False,True,3,4,rollback,271,813,14426,12247,2179,7275,4382,1245,898,626,2529,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0040_trace.json,20,3,7,1,1,0,"{""1"": 1466, ""2"": 3286, ""3"": 8776}","{""agent_round_1"": 813, ""recorder"": 4382, ""agent_normal"": 3933, ""evaluator"": 1245, ""repair_brief_generator"": 898, ""repair_agent"": 2529, ""repair_evaluator"": 626}",improved_over_majority,improved_over_single
gsm8k_0041,A concert ticket costs $40. Mr. Benson bought 12 tickets and received a 5% discount for every ticket bought that exceeds 10. How much did Mr. Benson pay in all?,476,"['Mr. Benson paid $456 in all.', 'Mr. Benson paid $468 in all.', 'Mr. Benson paid $456 in all.']",Mr. Benson paid $456 in all.,Mr. Benson paid $456 in all.,Mr. Benson paid $468 in all.,False,False,False,5,5,early_stop,252,756,18393,16084,2309,10572,5399,2422,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0041_trace.json,24,5,5,0,0,0,"{""1"": 1660, ""2"": 4528, ""3"": 4542, ""4"": 4591, ""5"": 3072}","{""agent_round_1"": 756, ""recorder"": 5399, ""agent_normal"": 9816, ""evaluator"": 2422}",both_wrong,same_outcome
gsm8k_0042,Rachel and Sara want to attend a beauty and modeling contest. They both want to buy new pairs of shoes and dresses. Sara buys a pair of shoes which costs $50 and a dress which costs $200. How much should Rachel budget if she wants to spend twice as much as what Sara spent on the pair of shoes and dress?,500,"['Rachel should budget $500.', 'Rachel should budget $300.', 'Rachel should budget $300.']",Rachel should budget $500.,Rachel should budget $300.,Rachel should budget $500.,True,False,True,5,5,early_stop,287,823,19472,16689,2783,11046,5792,2634,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0042_trace.json,24,5,5,0,0,0,"{""1"": 1625, ""2"": 4300, ""3"": 4551, ""4"": 4618, ""5"": 4378}","{""agent_round_1"": 823, ""recorder"": 5792, ""agent_normal"": 10223, ""evaluator"": 2634}",improved_over_majority,same_outcome
gsm8k_0043,"A family of 12 monkeys collected 10 piles of bananas. 6 piles had 9 hands, with each hand having 14 bananas, while the remaining piles had 12 hands, with each hand having 9 bananas. How many bananas would each monkey get if they divide the bananas equally amongst themselves?",99,"['78 bananas per monkey', '78 bananas per monkey', '78 bananas per monkey']",78 bananas per monkey,78 bananas per monkey,78 bananas per monkey,False,False,False,2,2,early_stop,266,796,4279,3909,370,2365,1389,525,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0043_trace.json,9,2,2,0,0,0,"{""1"": 1425, ""2"": 2854}","{""agent_round_1"": 796, ""recorder"": 1389, ""agent_normal"": 1569, ""evaluator"": 525}",both_wrong,same_outcome
gsm8k_0044,"An earthquake caused four buildings to collapse. Experts predicted that each following earthquake would have double the number of collapsing buildings as the previous one, since each one would make the foundations less stable. After three more earthquakes, how many buildings had collapsed including those from the first earthquake?",60,"['28', '60', '52']",28,28,60,False,False,True,3,3,early_stop,250,802,8013,6930,1083,4221,2736,1056,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0044_trace.json,14,3,3,0,0,0,"{""1"": 1564, ""2"": 3408, ""3"": 3041}","{""agent_round_1"": 802, ""recorder"": 2736, ""agent_normal"": 3419, ""evaluator"": 1056}",improved_over_majority,improved_over_single
gsm8k_0045,"James is a first-year student at a University in Chicago. He has a budget of $1000 per semester. He spends 30% of his money on food, 15% on accommodation, 25% on entertainment, and the rest on coursework materials. How much money does he spend on coursework materials?",300,"['400', '400', '400']",400,400,400,False,False,False,2,2,early_stop,280,829,4309,3928,381,2422,1377,510,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0045_trace.json,9,2,2,0,0,0,"{""1"": 1469, ""2"": 2840}","{""agent_round_1"": 829, ""recorder"": 1377, ""agent_normal"": 1593, ""evaluator"": 510}",both_wrong,same_outcome
gsm8k_0046,"It's Ava's birthday party. Her parents bought a unicorn piñata for $13 and filled it with all of her favorite treats. They bought 4 bags of Reese's for $9 per bag, 3 bags of Snickers for $5 per bag, and 5 bags of Skittles for $7 per bag. How much did the unicorn piñata and the treats cost altogether?",99,"['86', '82', '82']",86,82,99,False,False,True,5,5,early_stop,282,846,16522,14332,2190,9238,4984,2300,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0046_trace.json,24,5,5,0,0,0,"{""1"": 1473, ""2"": 2912, ""3"": 3946, ""4"": 4073, ""5"": 4118}","{""agent_round_1"": 846, ""recorder"": 4984, ""agent_normal"": 8392, ""evaluator"": 2300}",improved_over_majority,improved_over_single
gsm8k_0047,"Carolyn practices the piano for 20 minutes a day and the violin for three times as long. If she practice six days a week, how many minutes does she spend practicing in a month with four weeks?",1920,"['320', '320', '320']",320,320,320,False,False,False,2,2,early_stop,246,741,4089,3729,360,2249,1358,482,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0047_trace.json,9,2,2,0,0,0,"{""1"": 1372, ""2"": 2717}","{""agent_round_1"": 741, ""recorder"": 1358, ""agent_normal"": 1508, ""evaluator"": 482}",both_wrong,same_outcome
gsm8k_0048,"The file, 90 megabytes in size, downloads at the rate of 5 megabytes per second for its first 60 megabytes, and then 10 megabytes per second thereafter. How long, in seconds, does it take to download entirely?",15,"['120', '120', '120']",120,120,120,False,False,False,5,5,max_round,252,756,16285,13775,2510,8678,5293,2314,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0048_trace.json,24,5,5,0,0,0,"{""1"": 1373, ""2"": 3013, ""3"": 3587, ""4"": 4045, ""5"": 4267}","{""agent_round_1"": 756, ""recorder"": 5293, ""agent_normal"": 7922, ""evaluator"": 2314}",both_wrong,same_outcome
gsm8k_0049,"Sam memorized six more digits of pi than Carlos memorized. Mina memorized six times as many digits of pi as Carlos memorized. If Mina memorized 24 digits of pi, how many digits did Sam memorize?",10,"['18', '10', '10']",18,10,10,False,True,True,3,3,early_stop,253,772,7676,6734,942,4006,2558,1112,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0049_trace.json,14,3,3,0,0,0,"{""1"": 1409, ""2"": 3195, ""3"": 3072}","{""agent_round_1"": 772, ""recorder"": 2558, ""agent_normal"": 3234, ""evaluator"": 1112}",both_correct,improved_over_single
gsm8k_0050,"On a school trip to the seashore, Alan and his friends collected shells. Alan collected four times as many shells as Ben did. Ben got a late start and only collected a third of what Laurie did. If Laurie collected 36 shells how many did Alan collect?",48,"['48', '48', '48']",48,48,48,True,True,True,2,2,early_stop,279,804,4354,3882,472,2371,1489,494,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0050_trace.json,9,2,2,0,0,0,"{""1"": 1479, ""2"": 2875}","{""agent_round_1"": 804, ""recorder"": 1489, ""agent_normal"": 1567, ""evaluator"": 494}",both_correct,same_outcome
gsm8k_0052,"Ann is cutting fabric to make curtains. She cuts a 4 foot by 6 foot rectangle for the living room, and a 2 foot by 4 foot rectangle for the bedroom. If the bolt of fabric is 16 feet by 12 feet, how much fabric is left in square feet?",160,"['88', '80', '88']",88,88,88,False,False,False,3,3,early_stop,263,785,7340,6617,723,4013,2269,1058,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0052_trace.json,14,3,3,0,0,0,"{""1"": 1452, ""2"": 3053, ""3"": 2835}","{""agent_round_1"": 785, ""recorder"": 2269, ""agent_normal"": 3228, ""evaluator"": 1058}",both_wrong,same_outcome
gsm8k_0053,"Arnel had ten boxes of pencils with the same number of pencils in each box.  He kept ten pencils and shared the remaining pencils equally with his five friends. If his friends got eight pencils each, how many pencils are in each box?",5,"['20', '20', '20']",20,20,20,False,False,False,2,2,early_stop,245,735,4068,3722,346,2235,1348,485,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0053_trace.json,9,2,2,0,0,0,"{""1"": 1346, ""2"": 2722}","{""agent_round_1"": 735, ""recorder"": 1348, ""agent_normal"": 1500, ""evaluator"": 485}",both_wrong,same_outcome
gsm8k_0054,Caleb bought 10 cartons of ice cream and 4 cartons of frozen yoghurt. Each carton of ice cream cost $4 and each carton of frozen yoghurt cost $1. How much more did Caleb spend on ice cream than on frozen yoghurt?,36,"['Caleb spent $40 on ice cream and $4 on frozen yoghurt. Therefore, he spent $36 more on ice cream than on frozen yoghurt.', 'Caleb spent $40 on ice cream and $4 on frozen yoghurt, so he spent $36 more on ice cream.', 'Caleb spent $36 on ice cream and $4 on frozen yoghurt, so he spent $32 more on ice cream.']","Caleb spent $40 on ice cream and $4 on frozen yoghurt. Therefore, he spent $36 more on ice cream than on frozen yoghurt.","Caleb spent $40 on ice cream and $4 on frozen yoghurt. Therefore, he spent $36 more on ice cream than on frozen yoghurt.","Caleb spent $40 on ice cream and $4 on frozen yoghurt. Therefore, he spent $36 more on ice cream than on frozen yoghurt.",True,True,True,5,5,max_round,297,877,22974,19696,3278,12667,7040,3267,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0054_trace.json,24,5,5,0,0,0,"{""1"": 1888, ""2"": 5006, ""3"": 5516, ""4"": 5218, ""5"": 5346}","{""agent_round_1"": 877, ""recorder"": 7040, ""agent_normal"": 11790, ""evaluator"": 3267}",both_correct,same_outcome
gsm8k_0055,Leah earned $28 working odd jobs around the neighborhood. She spent a seventh of it on a milkshake and put half of the rest in her savings account. She left the remaining money in her wallet. Her dog got ahold of her wallet and shredded all the money inside but $1. How many dollars did Leah lose?,11,"['21', '25', '21']",21,21,27,False,False,False,5,5,max_round,276,827,19643,16523,3120,10592,6221,2830,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0055_trace.json,24,5,5,0,0,0,"{""1"": 1599, ""2"": 4062, ""3"": 4349, ""4"": 5085, ""5"": 4548}","{""agent_round_1"": 827, ""recorder"": 6221, ""agent_normal"": 9765, ""evaluator"": 2830}",both_wrong,same_outcome
gsm8k_0056,There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses?,75,"['40% of flowers are not roses.', '52%', '52%']",40% of flowers are not roses.,52%,75% of flowers are not roses.,False,False,True,5,5,max_round,249,733,15263,13160,2103,8079,4965,2219,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0056_trace.json,24,5,5,0,0,0,"{""1"": 1417, ""2"": 2931, ""3"": 2879, ""4"": 3968, ""5"": 4068}","{""agent_round_1"": 733, ""recorder"": 4965, ""agent_normal"": 7346, ""evaluator"": 2219}",improved_over_majority,improved_over_single
gsm8k_0057,"Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?",45,"['30', '40', '30']",30,30,45,False,False,True,4,4,early_stop,259,777,13235,11426,1809,7201,4056,1978,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0057_trace.json,19,4,4,0,0,0,"{""1"": 1443, ""2"": 3403, ""3"": 4212, ""4"": 4177}","{""agent_round_1"": 777, ""recorder"": 4056, ""agent_normal"": 6424, ""evaluator"": 1978}",improved_over_majority,improved_over_single
gsm8k_0058,"Liza bought 10 kilograms of butter to make cookies. She used one-half of it for chocolate chip cookies, one-fifth of it for peanut butter cookies, and one-third of the remaining butter for sugar cookies. How many kilograms of butter are left after making those three kinds of cookies?",2,"['2', '2', '2.5']",2,2,2,True,True,True,5,5,max_round,261,785,19157,16487,2670,10792,5679,2686,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0058_trace.json,24,5,5,0,0,0,"{""1"": 1552, ""2"": 4286, ""3"": 4476, ""4"": 4680, ""5"": 4163}","{""agent_round_1"": 785, ""recorder"": 5679, ""agent_normal"": 10007, ""evaluator"": 2686}",both_correct,same_outcome
gsm8k_0059,"A Statistics student wants to find out the average daily allowance of the middle school students. According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of $4 a day. If he surveyed 60 students, what is the total amount of money those 60 students get in a day?",320,"['440', '48 + 24 = 72', '88 dollars']",440,440,88,False,False,False,5,5,max_round,277,843,16814,14548,2266,9077,5142,2595,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0059_trace.json,24,5,5,0,0,0,"{""1"": 1654, ""2"": 3230, ""3"": 3768, ""4"": 4060, ""5"": 4102}","{""agent_round_1"": 843, ""recorder"": 5142, ""agent_normal"": 8234, ""evaluator"": 2595}",both_wrong,same_outcome
gsm8k_0060,"Every hour Joanne has to collect the coins out of the fountain inside the mall. During the first hour, she collected 15 coins. For the next two hours, she collected 35 coins from the fountain. In the fourth hour, she collected 50 coins from the fountain but she gave 15 of them to her coworker so she could buy a soda. How many coins did she have after the fourth hour?",120,"['85', '85', '85']",85,85,85,False,False,False,2,2,early_stop,286,858,4416,4032,384,2520,1349,547,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0060_trace.json,9,2,2,0,0,0,"{""1"": 1461, ""2"": 2955}","{""agent_round_1"": 858, ""recorder"": 1349, ""agent_normal"": 1662, ""evaluator"": 547}",both_wrong,same_outcome
gsm8k_0061,"Jerry’s two daughters play softball on different teams. They each have 8 games this season. Each team practices 4 hours for every game they play. If each game lasts for 2 hours, how many hours will Jerry spend at the field watching his daughters play and practice altogether?",96,"['72', '72', '72']",72,72,72,False,False,False,2,2,early_stop,252,754,4145,3785,360,2286,1365,494,0,0,0,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0061_trace.json,9,2,2,0,0,0,"{""1"": 1363, ""2"": 2782}","{""agent_round_1"": 754, ""recorder"": 1365, ""agent_normal"": 1532, ""evaluator"": 494}",both_wrong,same_outcome
gsm8k_0062,"A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth of the weight it needed from berries during summer, and during autumn, it gained twice that amount from acorns. Salmon made up half of the remaining weight it had needed to gain. How many pounds did it gain eating small animals?",200,"['200 pounds', '200', '200 pounds']",200 pounds,200 pounds,600 pounds,True,True,False,4,5,rollback,299,896,19131,16226,2905,10225,5554,1871,871,610,2771,,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0062_trace.json,25,4,8,1,1,0,"{""1"": 1518, ""2"": 3113, ""3"": 4366, ""4"": 9263}","{""agent_round_1"": 896, ""recorder"": 5554, ""agent_normal"": 6558, ""evaluator"": 1871, ""repair_brief_generator"": 871, ""repair_agent"": 2771, ""repair_evaluator"": 610}",degraded_from_majority,degraded_from_single
